Exp,Year,Plot,Treatment,Date,Species,Percent.Cover
E244,2011,193,Control,8/9/2011,Lupinus perennis,8
E244,2011,193,Control,8/9/2011,Monarda fistulosa,3
E244,2011,193,Control,8/9/2011,Poa pratensis,5
E244,2011,194,AllPesticides,8/9/2011,Andropogon gerardi,49
E244,2011,194,AllPesticides,8/9/2011,Lupinus perennis,20
E244,2011,194,AllPesticides,8/9/2011,Petalostemum purpureum,5
E244,2011,194,AllPesticides,8/9/2011,Poa pratensis,1
E244,2011,194,AllPesticides,8/9/2011,Solidago rigida,25
E244,2011,195,Insecticide,8/9/2011,Andropogon gerardi,44
E244,2011,195,Insecticide,8/9/2011,Lespedeza capitata,6
E244,2011,195,Insecticide,8/9/2011,Liatris aspera,10
E244,2011,195,Insecticide,8/9/2011,Lupinus perennis,30
E244,2011,195,Insecticide,8/9/2011,Panicum virgatum,2
E244,2011,195,Insecticide,8/9/2011,Poa pratensis,8
E244,2011,196,SoilDrenchFungicide,8/10/2011,Agrostis scabra,24
E244,2011,196,SoilDrenchFungicide,8/10/2011,Bare ground,27
E244,2011,196,SoilDrenchFungicide,8/10/2011,Digitaria sp.,1
E244,2011,196,SoilDrenchFungicide,8/10/2011,Erigeron canadensis,7
E244,2011,196,SoilDrenchFungicide,8/10/2011,Lupinus perennis,22
E244,2011,197,Insecticide,8/10/2011,Agrostis scabra,17
E244,2011,197,Insecticide,8/10/2011,Cyperus sp.,13
E244,2011,197,Insecticide,8/10/2011,Erigeron canadensis,6
E244,2011,197,Insecticide,8/10/2011,Koeleria cristata,4
E244,2011,197,Insecticide,8/10/2011,Lupinus perennis,34
E244,2011,198,AllPesticides,8/10/2011,Agrostis scabra,8
E244,2011,198,AllPesticides,8/10/2011,Aristida basiramea,12
E244,2011,198,AllPesticides,8/10/2011,Bare ground,54
E244,2011,198,AllPesticides,8/10/2011,Cyperus sp.,15
E244,2011,198,AllPesticides,8/10/2011,Koeleria cristata,6
E244,2011,198,AllPesticides,8/10/2011,Leptoloma cognatum,5
E244,2011,199,FoliarFungicide,8/10/2011,Bare ground,71
E244,2011,199,FoliarFungicide,8/10/2011,Cyperus sp.,4
E244,2011,199,FoliarFungicide,8/10/2011,Koeleria cristata,6
E244,2011,199,FoliarFungicide,8/10/2011,Lupinus perennis,5
E244,2011,199,FoliarFungicide,8/10/2011,Miscellaneous litter,2
E244,2011,199,FoliarFungicide,8/10/2011,Schizachyrium scoparium,5
E244,2011,199,FoliarFungicide,8/10/2011,Sorghastrum nutans,7
E244,2011,200,Control,8/10/2011,Aristida basiramea,2
E244,2011,200,Control,8/10/2011,Bare ground,47
E244,2011,200,Control,8/10/2011,Cyperus sp.,7
E244,2011,200,Control,8/10/2011,Erigeron canadensis,1
E244,2011,200,Control,8/10/2011,Lupinus perennis,35
E244,2011,200,Control,8/10/2011,Sorghastrum nutans,8
E244,2011,201,FoliarFungicide,8/10/2011,Cyperus sp.,5
E244,2011,201,FoliarFungicide,8/10/2011,Lupinus perennis,4
E244,2011,201,FoliarFungicide,8/10/2011,Monarda fistulosa,18
E244,2011,201,FoliarFungicide,8/10/2011,Poa pratensis,4
E244,2011,201,FoliarFungicide,8/10/2011,Solidago rigida,24
E244,2011,202,AllPesticides,8/10/2011,Cyperus sp.,9
E244,2011,202,AllPesticides,8/10/2011,Lupinus perennis,5
E244,2011,202,AllPesticides,8/10/2011,Monarda fistulosa,21
E244,2011,202,AllPesticides,8/10/2011,Poa pratensis,2
E244,2011,202,AllPesticides,8/10/2011,Solidago rigida,18
E244,2011,203,Control,8/10/2011,Cyperus sp.,8
E244,2011,203,Control,8/10/2011,Monarda fistulosa,18
E244,2011,203,Control,8/10/2011,Poa pratensis,2
E244,2011,203,Control,8/10/2011,Solidago rigida,28
E244,2011,204,SoilDrenchFungicide,8/10/2011,Bare ground,65
E244,2011,204,SoilDrenchFungicide,8/10/2011,Cyperus sp.,3
E244,2011,204,SoilDrenchFungicide,8/10/2011,Equisetum hyemale,2
E244,2011,204,SoilDrenchFungicide,8/10/2011,Euphorbia glyptosperma,1
E244,2011,204,SoilDrenchFungicide,8/10/2011,Lespedeza capitata,2
E244,2011,204,SoilDrenchFungicide,8/10/2011,Lupinus perennis,2
E244,2011,204,SoilDrenchFungicide,8/10/2011,Monarda fistulosa,10
E244,2011,204,SoilDrenchFungicide,8/10/2011,Solidago rigida,14
E244,2011,204,SoilDrenchFungicide,8/10/2011,Taraxicum officinalis,1
E244,2011,205,Insecticide,8/10/2011,Aristida basiramea,2
E244,2011,205,Insecticide,8/10/2011,Bare ground,52
E244,2011,205,Insecticide,8/10/2011,Cyperus sp.,1
E244,2011,205,Insecticide,8/10/2011,Lespedeza capitata,3
E244,2011,205,Insecticide,8/10/2011,Lupinus perennis,5
E244,2011,205,Insecticide,8/10/2011,Monarda fistulosa,10
E244,2011,205,Insecticide,8/10/2011,Poa pratensis,2
E244,2011,205,Insecticide,8/10/2011,Solidago rigida,25
E244,2012,1,AllPesticides,8/22/2012,Aristida basiramea,4
E244,2012,1,AllPesticides,8/22/2012,Bare ground,66
E244,2012,1,AllPesticides,8/22/2012,Digitaria sp.,3
E244,2012,1,AllPesticides,8/22/2012,Lespedeza capitata,8
E244,2012,1,AllPesticides,8/22/2012,Miscellaneous litter,10
E244,2012,1,AllPesticides,8/22/2012,Rumex acetosella,2
E244,2012,1,AllPesticides,8/22/2012,Taraxicum officinalis,7
E244,2012,3,Control,8/22/2012,Aristida basiramea,12
E244,2012,3,Control,8/22/2012,Bare ground,26
E244,2012,3,Control,8/22/2012,Cyperus sp.,3
E244,2012,3,Control,8/22/2012,Digitaria sp.,3
E244,2012,3,Control,8/22/2012,Lespedeza capitata,15
E244,2012,3,Control,8/22/2012,Miscellaneous litter,30
E244,2012,3,Control,8/22/2012,Rumex acetosella,4
E244,2012,3,Control,8/22/2012,Taraxicum officinalis,7
E244,2012,6,FoliarFungicide,8/22/2012,Amorpha canescens,3
E244,2012,6,FoliarFungicide,8/22/2012,Andropogon gerardi,10
E244,2012,6,FoliarFungicide,8/22/2012,Bare ground,7
E244,2012,6,FoliarFungicide,8/22/2012,Cyperus sp.,2
E244,2012,6,FoliarFungicide,8/22/2012,Lespedeza capitata,5
E244,2012,6,FoliarFungicide,8/22/2012,Liatris aspera,12
E244,2012,6,FoliarFungicide,8/22/2012,Lupinus perennis,8
E244,2012,6,FoliarFungicide,8/22/2012,Miscellaneous litter,4
E244,2012,6,FoliarFungicide,8/22/2012,Petalostemum purpureum,20
E244,2012,6,FoliarFungicide,8/22/2012,Petalostemum villosum,7
E244,2012,6,FoliarFungicide,8/22/2012,Poa pratensis,10
E244,2012,6,FoliarFungicide,8/22/2012,Solidago rigida,12
E244,2012,8,AllPesticides,8/22/2012,Koeleria cristata,2
E244,2012,8,AllPesticides,8/22/2012,Lespedeza capitata,3
E244,2012,8,AllPesticides,8/22/2012,Liatris aspera,7
E244,2012,8,AllPesticides,8/22/2012,Petalostemum purpureum,5
E244,2012,8,AllPesticides,8/22/2012,Poa pratensis,2
E244,2012,8,AllPesticides,8/22/2012,Schizachyrium scoparium,75
E244,2012,8,AllPesticides,8/22/2012,Solidago nemoralis,2
E244,2012,8,AllPesticides,8/22/2012,Solidago rigida,4
E244,2012,10,SoilDrenchFungicide,8/22/2012,Bare ground,11
E244,2012,10,SoilDrenchFungicide,8/22/2012,Koeleria cristata,5
E244,2012,10,SoilDrenchFungicide,8/22/2012,Monarda fistulosa,8
E244,2012,10,SoilDrenchFungicide,8/22/2012,Petalostemum purpureum,5
E244,2012,10,SoilDrenchFungicide,8/22/2012,Petalostemum villosum,15
E244,2012,10,SoilDrenchFungicide,8/22/2012,Poa pratensis,3
E244,2012,10,SoilDrenchFungicide,8/22/2012,Schizachyrium scoparium,8
E244,2012,10,SoilDrenchFungicide,8/22/2012,Solidago nemoralis,45
E244,2012,12,AllPesticides,8/22/2012,Aristida basiramea,1
E244,2012,12,AllPesticides,8/22/2012,Bare ground,81
E244,2012,12,AllPesticides,8/22/2012,Cyperus sp.,2
E244,2012,12,AllPesticides,8/22/2012,Digitaria sp.,2
E244,2012,12,AllPesticides,8/22/2012,Euphorbia glyptosperma,1
E244,2012,12,AllPesticides,8/22/2012,Rumex acetosella,2
E244,2012,12,AllPesticides,8/22/2012,Taraxicum officinalis,1
E244,2012,13,FoliarFungicide,8/22/2012,Aristida basiramea,3
E244,2012,13,FoliarFungicide,8/22/2012,Bare ground,80
E244,2012,13,FoliarFungicide,8/22/2012,Cyperus sp.,1
E244,2012,13,FoliarFungicide,8/22/2012,Digitaria sp.,2
E244,2012,13,FoliarFungicide,8/22/2012,Euphorbia glyptosperma,1
E244,2012,13,FoliarFungicide,8/22/2012,Rumex acetosella,1
E244,2012,13,FoliarFungicide,8/22/2012,Trifolium sp.,1
E244,2012,15,Control,8/22/2012,Aristida basiramea,4
E244,2012,15,Control,8/22/2012,Bare ground,61
E244,2012,15,Control,8/22/2012,Cyperus sp.,5
E244,2012,15,Control,8/22/2012,Euphorbia glyptosperma,3
E244,2012,15,Control,8/22/2012,Mosses,25
E244,2012,15,Control,8/22/2012,Sporobolus cryptandrus,1
E244,2012,17,Control,8/22/2012,Achillea millefolium,5
E244,2012,17,Control,8/22/2012,Andropogon gerardi,30
E244,2012,17,Control,8/22/2012,Bare ground,10
E244,2012,17,Control,8/22/2012,Koeleria cristata,5
E244,2012,17,Control,8/22/2012,Lespedeza capitata,4
E244,2012,17,Control,8/22/2012,Liatris aspera,4
E244,2012,17,Control,8/22/2012,Monarda fistulosa,4
E244,2012,17,Control,8/22/2012,Petalostemum purpureum,5
E244,2012,17,Control,8/22/2012,Poa pratensis,3
E244,2012,17,Control,8/22/2012,Solidago nemoralis,20
E244,2012,17,Control,8/22/2012,Solidago rigida,10
E244,2012,18,SoilDrenchFungicide,8/22/2012,Achillea millefolium,5
E244,2012,18,SoilDrenchFungicide,8/22/2012,Andropogon gerardi,5
E244,2012,18,SoilDrenchFungicide,8/22/2012,Bare ground,13
E244,2012,18,SoilDrenchFungicide,8/22/2012,Koeleria cristata,7
E244,2012,18,SoilDrenchFungicide,8/22/2012,Petalostemum purpureum,2
E244,2012,18,SoilDrenchFungicide,8/22/2012,Petalostemum villosum,8
E244,2012,18,SoilDrenchFungicide,8/22/2012,Poa pratensis,5
E244,2012,18,SoilDrenchFungicide,8/22/2012,Rumex acetosella,1
E244,2012,18,SoilDrenchFungicide,8/22/2012,Schizachyrium scoparium,15
E244,2012,18,SoilDrenchFungicide,8/22/2012,Solidago nemoralis,35
E244,2012,18,SoilDrenchFungicide,8/22/2012,Solidago rigida,4
E244,2012,20,AllPesticides,8/22/2012,Bare ground,4
E244,2012,20,AllPesticides,8/22/2012,Coreopsis palmata,2
E244,2012,20,AllPesticides,8/22/2012,Koeleria cristata,3
E244,2012,20,AllPesticides,8/22/2012,Lespedeza capitata,2
E244,2012,20,AllPesticides,8/22/2012,Liatris aspera,10
E244,2012,20,AllPesticides,8/22/2012,Lupinus perennis,6
E244,2012,20,AllPesticides,8/22/2012,Petalostemum purpureum,17
E244,2012,20,AllPesticides,8/22/2012,Poa pratensis,1
E244,2012,20,AllPesticides,8/22/2012,Schizachyrium scoparium,40
E244,2012,20,AllPesticides,8/22/2012,Solidago nemoralis,15
E244,2012,22,SoilDrenchFungicide,8/22/2012,Achillea millefolium,2
E244,2012,22,SoilDrenchFungicide,8/22/2012,Amorpha canescens,3
E244,2012,22,SoilDrenchFungicide,8/22/2012,Andropogon gerardi,10
E244,2012,22,SoilDrenchFungicide,8/22/2012,Bare ground,25
E244,2012,22,SoilDrenchFungicide,8/22/2012,Lespedeza capitata,5
E244,2012,22,SoilDrenchFungicide,8/22/2012,Liatris aspera,7
E244,2012,22,SoilDrenchFungicide,8/22/2012,Panicum oligosanthes,3
E244,2012,22,SoilDrenchFungicide,8/22/2012,Poa pratensis,10
E244,2012,22,SoilDrenchFungicide,8/22/2012,Schizachyrium scoparium,35
E244,2012,23,AllPesticides,8/22/2012,Andropogon gerardi,30
E244,2012,23,AllPesticides,8/22/2012,Bare ground,8
E244,2012,23,AllPesticides,8/22/2012,Lespedeza capitata,2
E244,2012,23,AllPesticides,8/22/2012,Lupinus perennis,10
E244,2012,23,AllPesticides,8/22/2012,Poa pratensis,2
E244,2012,23,AllPesticides,8/22/2012,Schizachyrium scoparium,18
E244,2012,23,AllPesticides,8/22/2012,Solidago rigida,30
E244,2012,25,Insecticide,8/22/2012,Achillea millefolium,2
E244,2012,25,Insecticide,8/22/2012,Andropogon gerardi,20
E244,2012,25,Insecticide,8/22/2012,Artemisia ludoviciana,1
E244,2012,25,Insecticide,8/22/2012,Bare ground,20
E244,2012,25,Insecticide,8/22/2012,Lespedeza capitata,2
E244,2012,25,Insecticide,8/22/2012,Schizachyrium scoparium,30
E244,2012,25,Insecticide,8/22/2012,Solidago rigida,25
E244,2012,28,Insecticide,8/22/2012,Aristida basiramea,2
E244,2012,28,Insecticide,8/22/2012,Asclepias syriaca,1
E244,2012,28,Insecticide,8/22/2012,Bare ground,73
E244,2012,28,Insecticide,8/22/2012,Cyperus sp.,5
E244,2012,28,Insecticide,8/22/2012,Miscellaneous litter,2
E244,2012,28,Insecticide,8/22/2012,Poa pratensis,3
E244,2012,28,Insecticide,8/22/2012,Rumex acetosella,2
E244,2012,28,Insecticide,8/22/2012,Taraxicum officinalis,12
E244,2012,29,Control,8/22/2012,Aristida basiramea,3
E244,2012,29,Control,8/22/2012,Bare ground,76
E244,2012,29,Control,8/22/2012,Cyperus sp.,3
E244,2012,29,Control,8/22/2012,Digitaria sp.,5
E244,2012,29,Control,8/22/2012,Poa pratensis,2
E244,2012,29,Control,8/22/2012,Rumex acetosella,3
E244,2012,29,Control,8/22/2012,Taraxicum officinalis,8
E244,2012,30,FoliarFungicide,8/22/2012,Aristida basiramea,8
E244,2012,30,FoliarFungicide,8/22/2012,Asclepias syriaca,2
E244,2012,30,FoliarFungicide,8/22/2012,Bare ground,67
E244,2012,30,FoliarFungicide,8/22/2012,Berteroa incana,2
E244,2012,30,FoliarFungicide,8/22/2012,Digitaria sp.,5
E244,2012,30,FoliarFungicide,8/22/2012,Lupinus perennis,2
E244,2012,30,FoliarFungicide,8/22/2012,Poa pratensis,5
E244,2012,30,FoliarFungicide,8/22/2012,Taraxicum officinalis,9
E244,2012,33,FoliarFungicide,8/22/2012,Achillea millefolium,2
E244,2012,33,FoliarFungicide,8/22/2012,Andropogon gerardi,8
E244,2012,33,FoliarFungicide,8/22/2012,Bare ground,25
E244,2012,33,FoliarFungicide,8/22/2012,Coreopsis palmata,20
E244,2012,33,FoliarFungicide,8/22/2012,Koeleria cristata,5
E244,2012,33,FoliarFungicide,8/22/2012,Lespedeza capitata,4
E244,2012,33,FoliarFungicide,8/22/2012,Liatris aspera,6
E244,2012,33,FoliarFungicide,8/22/2012,Lupinus perennis,4
E244,2012,33,FoliarFungicide,8/22/2012,Poa pratensis,5
E244,2012,33,FoliarFungicide,8/22/2012,Schizachyrium scoparium,4
E244,2012,33,FoliarFungicide,8/22/2012,Solidago rigida,10
E244,2012,33,FoliarFungicide,8/22/2012,Sorghastrum nutans,7
E244,2012,34,AllPesticides,8/22/2012,Achillea millefolium,4
E244,2012,34,AllPesticides,8/22/2012,Andropogon gerardi,30
E244,2012,34,AllPesticides,8/22/2012,Koeleria cristata,1
E244,2012,34,AllPesticides,8/22/2012,Lespedeza capitata,3
E244,2012,34,AllPesticides,8/22/2012,Liatris aspera,10
E244,2012,34,AllPesticides,8/22/2012,Lupinus perennis,25
E244,2012,34,AllPesticides,8/22/2012,Petalostemum purpureum,7
E244,2012,34,AllPesticides,8/22/2012,Poa pratensis,3
E244,2012,34,AllPesticides,8/22/2012,Schizachyrium scoparium,15
E244,2012,34,AllPesticides,8/22/2012,Solidago nemoralis,2
E244,2012,35,Insecticide,8/22/2012,Andropogon gerardi,5
E244,2012,35,Insecticide,8/22/2012,Baptisia leucantha,10
E244,2012,35,Insecticide,8/22/2012,Bare ground,10
E244,2012,35,Insecticide,8/22/2012,Koeleria cristata,3
E244,2012,35,Insecticide,8/22/2012,Lespedeza capitata,1
E244,2012,35,Insecticide,8/22/2012,Poa pratensis,5
E244,2012,35,Insecticide,8/22/2012,Schizachyrium scoparium,45
E244,2012,35,Insecticide,8/22/2012,Solidago rigida,20
E244,2012,35,Insecticide,8/22/2012,Sorghastrum nutans,1
E244,2012,37,Control,8/22/2012,Amorpha canescens,5
E244,2012,37,Control,8/22/2012,Andropogon gerardi,10
E244,2012,37,Control,8/22/2012,Bare ground,19
E244,2012,37,Control,8/22/2012,Liatris aspera,10
E244,2012,37,Control,8/22/2012,Lupinus perennis,6
E244,2012,37,Control,8/22/2012,Petalostemum purpureum,8
E244,2012,37,Control,8/22/2012,Schizachyrium scoparium,40
E244,2012,37,Control,8/22/2012,Sorghastrum nutans,2
E244,2012,40,FoliarFungicide,8/22/2012,Amorpha canescens,3
E244,2012,40,FoliarFungicide,8/22/2012,Andropogon gerardi,13
E244,2012,40,FoliarFungicide,8/22/2012,Bare ground,2
E244,2012,40,FoliarFungicide,8/22/2012,Koeleria cristata,4
E244,2012,40,FoliarFungicide,8/22/2012,Lespedeza capitata,2
E244,2012,40,FoliarFungicide,8/22/2012,Lupinus perennis,13
E244,2012,40,FoliarFungicide,8/22/2012,Panicum virgatum,5
E244,2012,40,FoliarFungicide,8/22/2012,Petalostemum purpureum,15
E244,2012,40,FoliarFungicide,8/22/2012,Poa pratensis,5
E244,2012,40,FoliarFungicide,8/22/2012,Schizachyrium scoparium,15
E244,2012,40,FoliarFungicide,8/22/2012,Sorghastrum nutans,23
E244,2012,41,Insecticide,8/22/2012,Andropogon gerardi,13
E244,2012,41,Insecticide,8/22/2012,Bare ground,87
E244,2012,43,FoliarFungicide,8/22/2012,Andropogon gerardi,24
E244,2012,43,FoliarFungicide,8/22/2012,Bare ground,75
E244,2012,43,FoliarFungicide,8/22/2012,Cyperus sp.,1
E244,2012,45,SoilDrenchFungicide,8/22/2012,Achillea millefolium,1
E244,2012,45,SoilDrenchFungicide,8/22/2012,Andropogon gerardi,40
E244,2012,45,SoilDrenchFungicide,8/22/2012,Bare ground,59
E244,2012,46,SoilDrenchFungicide,8/22/2012,Achillea millefolium,3
E244,2012,46,SoilDrenchFungicide,8/22/2012,Andropogon gerardi,5
E244,2012,46,SoilDrenchFungicide,8/22/2012,Bare ground,30
E244,2012,46,SoilDrenchFungicide,8/22/2012,Koeleria cristata,5
E244,2012,46,SoilDrenchFungicide,8/22/2012,Lespedeza capitata,9
E244,2012,46,SoilDrenchFungicide,8/22/2012,Miscellaneous litter,5
E244,2012,46,SoilDrenchFungicide,8/22/2012,Panicum virgatum,40
E244,2012,46,SoilDrenchFungicide,8/22/2012,Sorghastrum nutans,3
E244,2012,48,Insecticide,8/22/2012,Agropyron repens,6
E244,2012,48,Insecticide,8/22/2012,Andropogon gerardi,20
E244,2012,48,Insecticide,8/22/2012,Bare ground,30
E244,2012,48,Insecticide,8/22/2012,Koeleria cristata,5
E244,2012,48,Insecticide,8/22/2012,Lespedeza capitata,5
E244,2012,48,Insecticide,8/22/2012,Panicum virgatum,25
E244,2012,48,Insecticide,8/22/2012,Poa pratensis,4
E244,2012,48,Insecticide,8/22/2012,Sorghastrum nutans,5
E244,2012,52,SoilDrenchFungicide,8/22/2012,Achillea millefolium,5
E244,2012,52,SoilDrenchFungicide,8/22/2012,Ambrosia artemisiifolia elatior,4
E244,2012,52,SoilDrenchFungicide,8/22/2012,Amorpha canescens,10
E244,2012,52,SoilDrenchFungicide,8/22/2012,Andropogon gerardi,2
E244,2012,52,SoilDrenchFungicide,8/22/2012,Asclepias syriaca,6
E244,2012,52,SoilDrenchFungicide,8/22/2012,Miscellaneous litter,70
E244,2012,52,SoilDrenchFungicide,8/22/2012,Rumex acetosella,3
E244,2012,53,FoliarFungicide,8/22/2012,Agropyron repens,3
E244,2012,53,FoliarFungicide,8/22/2012,Ambrosia artemisiifolia elatior,3
E244,2012,53,FoliarFungicide,8/22/2012,Amorpha canescens,50
E244,2012,53,FoliarFungicide,8/22/2012,Andropogon gerardi,3
E244,2012,53,FoliarFungicide,8/22/2012,Koeleria cristata,1
E244,2012,53,FoliarFungicide,8/22/2012,Miscellaneous litter,37
E244,2012,53,FoliarFungicide,8/22/2012,Poa pratensis,2
E244,2012,53,FoliarFungicide,8/22/2012,Trifolium sp.,1
E244,2012,55,AllPesticides,8/22/2012,Achillea millefolium,1
E244,2012,55,AllPesticides,8/22/2012,Agropyron repens,1
E244,2012,55,AllPesticides,8/22/2012,Ambrosia artemisiifolia elatior,2
E244,2012,55,AllPesticides,8/22/2012,Amorpha canescens,60
E244,2012,55,AllPesticides,8/22/2012,Andropogon gerardi,1
E244,2012,55,AllPesticides,8/22/2012,Asclepias syriaca,1
E244,2012,55,AllPesticides,8/22/2012,Bare ground,3
E244,2012,55,AllPesticides,8/22/2012,Berteroa incana,1
E244,2012,55,AllPesticides,8/22/2012,Miscellaneous litter,30
E244,2012,56,FoliarFungicide,8/22/2012,Bare ground,38
E244,2012,56,FoliarFungicide,8/22/2012,Cyperus sp.,2
E244,2012,56,FoliarFungicide,8/22/2012,Koeleria cristata,2
E244,2012,56,FoliarFungicide,8/22/2012,Lespedeza capitata,1
E244,2012,56,FoliarFungicide,8/22/2012,Liatris aspera,30
E244,2012,56,FoliarFungicide,8/22/2012,Lupinus perennis,25
E244,2012,56,FoliarFungicide,8/22/2012,Sorghastrum nutans,2
E244,2012,58,SoilDrenchFungicide,8/22/2012,Bare ground,53
E244,2012,58,SoilDrenchFungicide,8/22/2012,Cyperus sp.,2
E244,2012,58,SoilDrenchFungicide,8/22/2012,Koeleria cristata,4
E244,2012,58,SoilDrenchFungicide,8/22/2012,Liatris aspera,30
E244,2012,58,SoilDrenchFungicide,8/22/2012,Poa pratensis,4
E244,2012,58,SoilDrenchFungicide,8/22/2012,Sorghastrum nutans,7
E244,2012,60,AllPesticides,8/22/2012,Bare ground,53
E244,2012,60,AllPesticides,8/22/2012,Digitaria sp.,1
E244,2012,60,AllPesticides,8/22/2012,Koeleria cristata,5
E244,2012,60,AllPesticides,8/22/2012,Liatris aspera,15
E244,2012,60,AllPesticides,8/22/2012,Sorghastrum nutans,25
E244,2012,60,AllPesticides,8/22/2012,Taraxicum officinalis,1
E244,2012,61,Insecticide,8/22/2012,Achillea millefolium,3
E244,2012,61,Insecticide,8/22/2012,Aristida basiramea,8
E244,2012,61,Insecticide,8/22/2012,Bare ground,59
E244,2012,61,Insecticide,8/22/2012,Koeleria cristata,4
E244,2012,61,Insecticide,8/22/2012,Lepidium densiflorum,10
E244,2012,61,Insecticide,8/22/2012,Liatris aspera,12
E244,2012,61,Insecticide,8/22/2012,Schizachyrium scoparium,4
E244,2012,65,AllPesticides,8/22/2012,Aristida basiramea,3
E244,2012,65,AllPesticides,8/22/2012,Bare ground,65
E244,2012,65,AllPesticides,8/22/2012,Cyperus sp.,2
E244,2012,65,AllPesticides,8/22/2012,Koeleria cristata,3
E244,2012,65,AllPesticides,8/22/2012,Lespedeza capitata,4
E244,2012,65,AllPesticides,8/22/2012,Liatris aspera,20
E244,2012,65,AllPesticides,8/22/2012,Poa pratensis,2
E244,2012,65,AllPesticides,8/22/2012,Taraxicum officinalis,1
E244,2012,67,AllPesticides,8/22/2012,Bare ground,2
E244,2012,67,AllPesticides,8/22/2012,Liatris aspera,15
E244,2012,67,AllPesticides,8/22/2012,Lupinus perennis,35
E244,2012,67,AllPesticides,8/22/2012,Mosses,20
E244,2012,67,AllPesticides,8/22/2012,Panicum virgatum,20
E244,2012,67,AllPesticides,8/22/2012,Schizachyrium scoparium,8
E244,2012,69,Control,8/22/2012,Bare ground,65
E244,2012,69,Control,8/22/2012,Koeleria cristata,5
E244,2012,69,Control,8/22/2012,Liatris aspera,17
E244,2012,69,Control,8/22/2012,Panicum virgatum,10
E244,2012,69,Control,8/22/2012,Poa pratensis,3
E244,2012,71,SoilDrenchFungicide,8/22/2012,Achillea millefolium,3
E244,2012,71,SoilDrenchFungicide,8/22/2012,Bare ground,14
E244,2012,71,SoilDrenchFungicide,8/22/2012,Koeleria cristata,2
E244,2012,71,SoilDrenchFungicide,8/22/2012,Lespedeza capitata,5
E244,2012,71,SoilDrenchFungicide,8/22/2012,Petalostemum purpureum,8
E244,2012,71,SoilDrenchFungicide,8/22/2012,Poa pratensis,3
E244,2012,71,SoilDrenchFungicide,8/22/2012,Sorghastrum nutans,65
E244,2012,73,AllPesticides,8/23/2012,Bare ground,1
E244,2012,73,AllPesticides,8/23/2012,Lespedeza capitata,2
E244,2012,73,AllPesticides,8/22/2012,Petalostemum purpureum,55
E244,2012,73,AllPesticides,8/23/2012,Solidago rigida,2
E244,2012,73,AllPesticides,8/22/2012,Sorghastrum nutans,40
E244,2012,74,Insecticide,8/23/2012,Bare ground,41
E244,2012,74,Insecticide,8/23/2012,Lespedeza capitata,2
E244,2012,74,Insecticide,8/23/2012,Panicum oligosanthes,1
E244,2012,74,Insecticide,8/23/2012,Petalostemum purpureum,10
E244,2012,74,Insecticide,8/23/2012,Poa pratensis,1
E244,2012,75,Control,8/23/2012,Bare ground,43
E244,2012,75,Control,8/23/2012,Bouteloua gracilis,2
E244,2012,75,Control,8/23/2012,Lespedeza capitata,1
E244,2012,75,Control,8/23/2012,Petalostemum purpureum,8
E244,2012,75,Control,8/23/2012,Poa pratensis,1
E244,2012,75,Control,8/23/2012,Sorghastrum nutans,45
E244,2012,76,FoliarFungicide,8/23/2012,Achillea millefolium,3
E244,2012,76,FoliarFungicide,8/23/2012,Amorpha canescens,3
E244,2012,76,FoliarFungicide,8/23/2012,Andropogon gerardi,70
E244,2012,76,FoliarFungicide,8/23/2012,Asclepias tuberosa,1
E244,2012,76,FoliarFungicide,8/23/2012,Liatris aspera,3
E244,2012,76,FoliarFungicide,8/23/2012,Monarda fistulosa,3
E244,2012,76,FoliarFungicide,8/23/2012,Petalostemum purpureum,5
E244,2012,76,FoliarFungicide,8/23/2012,Solidago rigida,12
E244,2012,77,Insecticide,8/23/2012,Achillea millefolium,1
E244,2012,77,Insecticide,8/23/2012,Andropogon gerardi,30
E244,2012,77,Insecticide,8/23/2012,Asclepias tuberosa,2
E244,2012,77,Insecticide,8/23/2012,Bare ground,10
E244,2012,77,Insecticide,8/23/2012,Lespedeza capitata,1
E244,2012,77,Insecticide,8/23/2012,Lupinus perennis,5
E244,2012,77,Insecticide,8/23/2012,Monarda fistulosa,5
E244,2012,77,Insecticide,8/23/2012,Petalostemum purpureum,20
E244,2012,77,Insecticide,8/23/2012,Poa pratensis,10
E244,2012,77,Insecticide,8/23/2012,Solidago rigida,10
E244,2012,77,Insecticide,8/23/2012,Sorghastrum nutans,6
E244,2012,78,Control,8/23/2012,Amorpha canescens,7
E244,2012,78,Control,8/23/2012,Amorpha canescens,5
E244,2012,78,Control,8/23/2012,Andropogon gerardi,70
E244,2012,78,Control,8/23/2012,Asclepias tuberosa,5
E244,2012,78,Control,8/23/2012,Lespedeza capitata,2
E244,2012,78,Control,8/23/2012,Panicum virgatum,2
E244,2012,78,Control,8/23/2012,Petalostemum purpureum,2
E244,2012,78,Control,8/23/2012,Solidago rigida,7
E244,2012,79,AllPesticides,8/23/2012,Achillea millefolium,3
E244,2012,79,AllPesticides,8/23/2012,Andropogon gerardi,64
E244,2012,79,AllPesticides,8/23/2012,Asclepias tuberosa,1
E244,2012,79,AllPesticides,8/23/2012,Lespedeza capitata,1
E244,2012,79,AllPesticides,8/23/2012,Lupinus perennis,2
E244,2012,79,AllPesticides,8/23/2012,Monarda fistulosa,2
E244,2012,79,AllPesticides,8/23/2012,Petalostemum purpureum,2
