,plot.bigbio,plot,rich.trt,treatment,SpNum,year,species,mass.above,mass.below,cover,leaf.C,leaf.N,leaf.P,bigb.N,bigb.C,intent.sp
8895,253,117,16,FoliarFungicide,17,2010,OXYBAPHUS HIRSUTUS,0.1,624.95,NA,NA,NA,NA,1.427,45.631,FALSE
8896,253,117,16,FoliarFungicide,17,2013,Schsc,18.4,1739.393,10,NA,NA,NA,1.427,45.631,TRUE
8897,253,117,16,FoliarFungicide,17,2008,SPOROBOLUS SP.,NA,NA,1,NA,NA,NA,1.427,45.631,FALSE
8898,253,117,16,FoliarFungicide,17,2013,Panvi,4.8,1739.393,NA,NA,NA,NA,1.427,45.631,TRUE
8899,253,117,16,FoliarFungicide,17,2009,BARE GROUND,NA,NA,18,NA,NA,NA,1.427,45.631,FALSE
8900,253,117,16,FoliarFungicide,17,2007,Andge,42.2,NA,NA,NA,NA,NA,1.427,45.631,TRUE
8901,253,117,16,FoliarFungicide,17,2009,Panvi,1.2,761.84,NA,NA,NA,NA,1.427,45.631,TRUE
8902,253,117,16,FoliarFungicide,17,2013,Lesca,10.3,1739.393,1,NA,NA,NA,1.427,45.631,TRUE
8903,253,117,16,FoliarFungicide,17,2009,PANICUM OLIGOSANTHES,4.4,761.84,5,NA,NA,NA,1.427,45.631,FALSE
8904,256,125,1,AllPesticides,1,2011,MOSSES,NA,NA,5,NA,NA,NA,1.383,45.117,FALSE
8905,256,125,1,AllPesticides,1,2012,CYPERUS SP.,2.7,348.68,1,NA,NA,NA,1.383,45.117,FALSE
8906,256,125,1,AllPesticides,1,2009,Schsc,1.1,157.07,NA,NA,NA,NA,1.383,45.117,FALSE
8907,256,125,1,AllPesticides,1,2013,BARE GROUND,NA,NA,72,NA,NA,NA,1.383,45.117,FALSE
8908,256,125,1,AllPesticides,1,2011,BARE GROUND,NA,NA,67,NA,NA,NA,1.383,45.117,FALSE
8909,256,125,1,AllPesticides,1,2011,ARISTIDA BASIRAMEA,1.6,570.89,4,NA,NA,NA,1.383,45.117,FALSE
8910,256,125,1,AllPesticides,1,2010,Schsc,3.2,279.58,NA,NA,NA,NA,1.383,45.117,FALSE
8911,256,125,1,AllPesticides,1,2011,CYPERUS SP.,NA,NA,4,NA,NA,NA,1.383,45.117,FALSE
8912,256,125,1,AllPesticides,1,2012,PHYSALIS VIRGINIANA,NA,NA,1,NA,NA,NA,1.383,45.117,FALSE
8913,256,125,1,AllPesticides,1,2007,CREPIS TECTORUM,0.3,NA,NA,NA,NA,NA,1.383,45.117,FALSE
8914,256,125,1,AllPesticides,1,2007,DIGITARIA SP.,6.8,NA,NA,NA,NA,NA,1.383,45.117,FALSE
8915,256,125,1,AllPesticides,1,2010,DIGITARIA SP.,12.5,279.58,NA,NA,NA,NA,1.383,45.117,FALSE
8916,256,125,1,AllPesticides,1,2007,CYPERUS SP.,1.4,NA,NA,NA,NA,NA,1.383,45.117,FALSE
8917,256,125,1,AllPesticides,1,2012,Poapr,3.5,348.68,NA,NA,NA,NA,1.383,45.117,FALSE
8918,256,125,1,AllPesticides,1,2012,CAREX SP.,NA,NA,1,NA,NA,NA,1.383,45.117,FALSE
8919,256,125,1,AllPesticides,1,2009,Poapr,0.5,157.07,NA,NA,NA,NA,1.383,45.117,FALSE
8920,256,125,1,AllPesticides,1,2010,PHYSALIS VIRGINIANA,NA,NA,1,NA,NA,NA,1.383,45.117,FALSE
8921,256,125,1,AllPesticides,1,2012,LEPTOLOMA COGNATUM,8.2,348.68,NA,NA,NA,NA,1.383,45.117,FALSE
8922,256,125,1,AllPesticides,1,2010,Luppe,1.6,279.58,5,NA,NA,NA,1.383,45.117,FALSE
8923,256,125,1,AllPesticides,1,2008,MISCELLANEOUS GRASSES,NA,NA,7,NA,NA,NA,1.383,45.117,FALSE
8924,256,125,1,AllPesticides,1,2008,TARAXICUM OFFICINALIS,NA,NA,2,NA,NA,NA,1.383,45.117,FALSE
8925,256,125,1,AllPesticides,1,2012,Lesca,8.8,348.68,NA,NA,NA,NA,1.383,45.117,FALSE
8926,256,125,1,AllPesticides,1,2007,Koecr,0.2,NA,NA,NA,NA,NA,1.383,45.117,FALSE
8927,256,125,1,AllPesticides,1,2012,Koecr,1.8,348.68,NA,NA,NA,NA,1.383,45.117,FALSE
8928,256,125,1,AllPesticides,1,2010,TARAXICUM OFFICINALIS,1.9,279.58,2,NA,NA,NA,1.383,45.117,FALSE
8929,256,125,1,AllPesticides,1,2010,PANICUM OLIGOSANTHES,NA,NA,2,NA,NA,NA,1.383,45.117,FALSE
8930,256,125,1,AllPesticides,1,2013,BOUTELOUA GRACILIS,0.43,1022.805,4,NA,NA,NA,1.383,45.117,FALSE
8931,256,125,1,AllPesticides,1,2012,MOSSES,NA,NA,8,NA,NA,NA,1.383,45.117,FALSE
8932,256,125,1,AllPesticides,1,2013,AGROSTIS SCABRA,NA,NA,1,NA,NA,NA,1.383,45.117,FALSE
8933,256,125,1,AllPesticides,1,2010,CYPERUS SP.,NA,NA,9,NA,NA,NA,1.383,45.117,FALSE
8934,256,125,1,AllPesticides,1,2010,CREPIS TECTORUM,5.5,279.58,6,NA,NA,NA,1.383,45.117,FALSE
8935,256,125,1,AllPesticides,1,2010,Sornu,NA,NA,9,NA,NA,NA,1.383,45.117,FALSE
8936,256,125,1,AllPesticides,1,2013,Schsc,1.6,1022.805,NA,NA,NA,NA,1.383,45.117,FALSE
8937,256,125,1,AllPesticides,1,2011,CREPIS TECTORUM,0.2,570.89,NA,NA,NA,NA,1.383,45.117,FALSE
8938,256,125,1,AllPesticides,1,2012,CREPIS TECTORUM,0.5,348.68,NA,NA,NA,NA,1.383,45.117,FALSE
8939,256,125,1,AllPesticides,1,2010,CYPERUS FILICULMIS,1.7,279.58,NA,NA,NA,NA,1.383,45.117,FALSE
8940,256,125,1,AllPesticides,1,2008,ERIGERON SP.,NA,NA,8,NA,NA,NA,1.383,45.117,FALSE
8941,256,122,1,FoliarFungicide,1,2008,UNSORTED BIOMASS,48.4,NA,NA,NA,NA,NA,1.383,45.117,FALSE
8942,256,122,1,FoliarFungicide,1,2012,BARE GROUND,NA,NA,57,NA,NA,NA,1.383,45.117,FALSE
8943,256,122,1,FoliarFungicide,1,2010,PHYSALIS VIRGINIANA,NA,NA,2,NA,NA,NA,1.383,45.117,FALSE
8944,256,122,1,FoliarFungicide,1,2010,Luppe,NA,NA,30,NA,NA,NA,1.383,45.117,FALSE
8945,256,122,1,FoliarFungicide,1,2011,Luppe,NA,NA,7,NA,NA,NA,1.383,45.117,FALSE
8946,256,122,1,FoliarFungicide,1,2010,LEPIDIUM DENSIFLORUM,0.2,269.71,NA,NA,NA,NA,1.383,45.117,FALSE
8947,256,122,1,FoliarFungicide,1,2010,Koecr,3.8,269.71,NA,NA,NA,NA,1.383,45.117,FALSE
8948,256,125,1,AllPesticides,1,2013,Poapr,19.6,1022.805,1,NA,NA,NA,1.383,45.117,FALSE
8949,256,125,1,AllPesticides,1,2008,Lesca,NA,NA,1,NA,NA,NA,1.383,45.117,FALSE
8950,256,125,1,AllPesticides,1,2011,Luppe,NA,NA,1,NA,NA,NA,1.383,45.117,FALSE
8951,256,125,1,AllPesticides,1,2010,ERIGERON CANADENSIS,0.1,279.58,NA,NA,NA,NA,1.383,45.117,FALSE
8952,256,125,1,AllPesticides,1,2013,ARISTIDA BASIRAMEA,NA,NA,1,NA,NA,NA,1.383,45.117,FALSE
8953,256,125,1,AllPesticides,1,2012,Sornu,NA,NA,25,NA,NA,NA,1.383,45.117,FALSE
8954,256,125,1,AllPesticides,1,2011,Agrsm,NA,NA,3,NA,NA,NA,1.383,45.117,TRUE
8955,256,125,1,AllPesticides,1,2007,LEPIDIUM DENSIFLORUM,0.1,NA,NA,NA,NA,NA,1.383,45.117,FALSE
8956,256,125,1,AllPesticides,1,2013,CREPIS TECTORUM,NA,NA,1,NA,NA,NA,1.383,45.117,FALSE
8957,256,125,1,AllPesticides,1,2013,MOSSES,NA,NA,15,NA,NA,NA,1.383,45.117,FALSE
8958,256,125,1,AllPesticides,1,2013,Agrsm,14,1022.805,2,NA,NA,NA,1.383,45.117,TRUE
8959,256,125,1,AllPesticides,1,2011,DIGITARIA SP.,3.2,570.89,4,NA,NA,NA,1.383,45.117,FALSE
8960,256,123,1,Control,1,2013,TARAXICUM OFFICINALIS,6.2,2110.769,NA,NA,NA,NA,1.383,45.117,FALSE
8961,256,123,1,Control,1,2012,BARE GROUND,NA,NA,36,NA,NA,NA,1.383,45.117,FALSE
8962,256,123,1,Control,1,2012,Agrsm,NA,NA,2,NA,NA,NA,1.383,45.117,TRUE
8963,256,123,1,Control,1,2013,Luppe,NA,NA,3,NA,NA,NA,1.383,45.117,FALSE
8964,256,123,1,Control,1,2013,Poapr,4.9,2110.769,1,NA,NA,NA,1.383,45.117,FALSE
8965,256,123,1,Control,1,2011,Poapr,1,489.14,NA,NA,NA,NA,1.383,45.117,FALSE
8966,256,123,1,Control,1,2012,CREPIS TECTORUM,1.1,273.03,NA,NA,NA,NA,1.383,45.117,FALSE
8967,256,123,1,Control,1,2013,SPOROBOLUS CRYPTANDRUS,0.44,2110.769,NA,NA,NA,NA,1.383,45.117,FALSE
8968,256,123,1,Control,1,2012,Andge,12.5,273.03,NA,NA,NA,NA,1.383,45.117,FALSE
8969,256,123,1,Control,1,2013,Schsc,0.7,2110.769,NA,NA,NA,NA,1.383,45.117,FALSE
8970,256,123,1,Control,1,2010,Agrsm,8,177.62,NA,NA,NA,NA,1.383,45.117,TRUE
8971,256,123,1,Control,1,2013,MISCELLANEOUS GRASSES,0.37,2110.769,NA,NA,NA,NA,1.383,45.117,FALSE
8972,256,123,1,Control,1,2013,BOUTELOUA GRACILIS,1.1,2110.769,NA,NA,NA,NA,1.383,45.117,FALSE
8973,256,123,1,Control,1,2007,EUPHORBIA GLYPTOSPERMA,0.2,NA,NA,NA,NA,NA,1.383,45.117,FALSE
8974,256,123,1,Control,1,2013,Sornu,1,2110.769,1,NA,NA,NA,1.383,45.117,FALSE
8975,256,123,1,Control,1,2007,ERIGERON CANADENSIS,3.5,NA,NA,NA,NA,NA,1.383,45.117,FALSE
8976,256,123,1,Control,1,2009,Koecr,0.8,446.71,NA,NA,NA,NA,1.383,45.117,FALSE
8977,256,123,1,Control,1,2013,ARISTIDA BASIRAMEA,0.9,2110.769,NA,NA,NA,NA,1.383,45.117,FALSE
8978,256,123,1,Control,1,2011,MOSSES,NA,NA,1,NA,NA,NA,1.383,45.117,FALSE
8979,256,123,1,Control,1,2010,BARE GROUND,NA,NA,74,NA,NA,NA,1.383,45.117,FALSE
8980,256,123,1,Control,1,2012,ARISTIDA BASIRAMEA,0.4,273.03,NA,NA,NA,NA,1.383,45.117,FALSE
8981,256,123,1,Control,1,2010,DIGITARIA SP.,3.2,177.62,NA,NA,NA,NA,1.383,45.117,FALSE
8982,256,123,1,Control,1,2010,CYPERUS SP.,NA,NA,3,NA,NA,NA,1.383,45.117,FALSE
8983,256,123,1,Control,1,2008,Koecr,NA,NA,2,NA,NA,NA,1.383,45.117,FALSE
8984,256,123,1,Control,1,2013,CYPERUS SP.,0.38,2110.769,1,NA,NA,NA,1.383,45.117,FALSE
8985,256,123,1,Control,1,2008,BARE GROUND,NA,NA,77,NA,NA,NA,1.383,45.117,FALSE
8986,256,123,1,Control,1,2011,Schsc,1.1,489.14,NA,NA,NA,NA,1.383,45.117,FALSE
8987,256,123,1,Control,1,2013,Koecr,0.2,2110.769,1,NA,NA,NA,1.383,45.117,FALSE
8988,256,122,1,FoliarFungicide,1,2012,DIGITARIA SP.,5,197.37,NA,NA,NA,NA,1.383,45.117,FALSE
8989,256,122,1,FoliarFungicide,1,2008,SPOROBOLUS SP.,NA,NA,4,NA,NA,NA,1.383,45.117,FALSE
8990,256,122,1,FoliarFungicide,1,2010,AGROPYRON REPENS,3.4,269.71,NA,NA,NA,NA,1.383,45.117,FALSE
8991,256,122,1,FoliarFungicide,1,2011,PANICUM OLIGOSANTHES,0.1,713.32,NA,NA,NA,NA,1.383,45.117,FALSE
8992,256,122,1,FoliarFungicide,1,2013,ARISTIDA BASIRAMEA,1.3,807.417,NA,NA,NA,NA,1.383,45.117,FALSE
8993,256,122,1,FoliarFungicide,1,2013,Koecr,NA,NA,1,NA,NA,NA,1.383,45.117,FALSE
8994,256,122,1,FoliarFungicide,1,2009,Schsc,0.8,202.96,NA,NA,NA,NA,1.383,45.117,FALSE
8995,256,122,1,FoliarFungicide,1,2008,TARAXICUM OFFICINALIS,NA,NA,3,NA,NA,NA,1.383,45.117,FALSE
8996,256,122,1,FoliarFungicide,1,2011,SPOROBOLUS CRYPTANDRUS,NA,NA,1,NA,NA,NA,1.383,45.117,FALSE
8997,256,122,1,FoliarFungicide,1,2013,CYPERUS SP.,0.14,807.417,1,NA,NA,NA,1.383,45.117,FALSE
8998,256,122,1,FoliarFungicide,1,2011,TARAXICUM OFFICINALIS,1.4,713.32,2,NA,NA,NA,1.383,45.117,FALSE
8999,256,123,1,Control,1,2010,AGROSTIS SCABRA,5,177.62,7,NA,NA,NA,1.383,45.117,FALSE
9000,256,125,1,AllPesticides,1,2012,BOUTELOUA GRACILIS,9.5,348.68,24,NA,NA,NA,1.383,45.117,FALSE
9001,256,125,1,AllPesticides,1,2012,TARAXICUM OFFICINALIS,0.05,348.68,NA,NA,NA,NA,1.383,45.117,FALSE
9002,256,125,1,AllPesticides,1,2012,Agrsm,2.3,348.68,2,NA,NA,NA,1.383,45.117,TRUE
9003,256,125,1,AllPesticides,1,2013,DIGITARIA SP.,0.24,1022.805,NA,NA,NA,NA,1.383,45.117,FALSE
9004,256,125,1,AllPesticides,1,2013,ERAGROSTIS SPECTABILIS,3.3,1022.805,NA,NA,NA,NA,1.383,45.117,FALSE
9005,256,125,1,AllPesticides,1,2010,ARISTIDA BASIRAMEA,7,279.58,NA,NA,NA,NA,1.383,45.117,FALSE
9006,256,125,1,AllPesticides,1,2013,Lesca,0.23,1022.805,NA,NA,NA,NA,1.383,45.117,FALSE
9007,256,125,1,AllPesticides,1,2011,Sornu,NA,NA,10,NA,NA,NA,1.383,45.117,FALSE
9008,256,125,1,AllPesticides,1,2012,Luppe,3.9,348.68,15,NA,NA,NA,1.383,45.117,FALSE
9009,256,125,1,AllPesticides,1,2007,AGROPYRON REPENS,6.6,NA,NA,NA,NA,NA,1.383,45.117,FALSE
9010,256,125,1,AllPesticides,1,2010,EUPHORBIA GLYPTOSPERMA,0.1,279.58,NA,NA,NA,NA,1.383,45.117,FALSE
9011,256,125,1,AllPesticides,1,2008,UNSORTED BIOMASS,28.9,NA,NA,NA,NA,NA,1.383,45.117,FALSE
9012,256,125,1,AllPesticides,1,2011,AGROPYRON REPENS,4,570.89,NA,NA,NA,NA,1.383,45.117,FALSE
9013,256,125,1,AllPesticides,1,2013,CYPERUS SP.,0.56,1022.805,1,NA,NA,NA,1.383,45.117,FALSE
9014,256,125,1,AllPesticides,1,2012,ARISTIDA BASIRAMEA,16.7,348.68,15,NA,NA,NA,1.383,45.117,FALSE
9015,256,125,1,AllPesticides,1,2013,Sornu,NA,NA,1,NA,NA,NA,1.383,45.117,FALSE
9017,256,125,1,AllPesticides,1,2012,SPOROBOLUS CRYPTANDRUS,1.7,348.68,NA,NA,NA,NA,1.383,45.117,FALSE
9018,256,124,1,Insecticide,1,2013,Poapr,10.9,682.363,NA,NA,NA,NA,1.383,45.117,FALSE
9019,256,124,1,Insecticide,1,2013,ARISTIDA BASIRAMEA,3.4,682.363,1,NA,NA,NA,1.383,45.117,FALSE
9020,256,124,1,Insecticide,1,2008,CYPERUS SP.,NA,NA,3,NA,NA,NA,1.383,45.117,FALSE
9021,256,124,1,Insecticide,1,2012,Lesca,0.4,286.18,1,NA,NA,NA,1.383,45.117,FALSE
9022,256,124,1,Insecticide,1,2010,AGROSTIS SCABRA,6.7,223.67,11,NA,NA,NA,1.383,45.117,FALSE
9023,256,124,1,Insecticide,1,2013,Lesca,NA,NA,1,NA,NA,NA,1.383,45.117,FALSE
9024,256,124,1,Insecticide,1,2013,Koecr,0.4,682.363,NA,NA,NA,NA,1.383,45.117,FALSE
9025,256,124,1,Insecticide,1,2013,MOSSES,NA,NA,25,NA,NA,NA,1.383,45.117,FALSE
9026,256,124,1,Insecticide,1,2010,Agrsm,6,223.67,NA,NA,NA,NA,1.383,45.117,TRUE
9027,256,124,1,Insecticide,1,2013,AGROSTIS SCABRA,NA,NA,2,NA,NA,NA,1.383,45.117,FALSE
9028,256,124,1,Insecticide,1,2011,DIGITARIA SP.,14.2,377.63,10,NA,NA,NA,1.383,45.117,FALSE
9029,256,124,1,Insecticide,1,2012,AGROPYRON REPENS,10.9,286.18,NA,NA,NA,NA,1.383,45.117,FALSE
9030,256,124,1,Insecticide,1,2012,SPOROBOLUS CRYPTANDRUS,5,286.18,NA,NA,NA,NA,1.383,45.117,FALSE
9031,256,124,1,Insecticide,1,2010,CYPERUS SP.,NA,NA,11,NA,NA,NA,1.383,45.117,FALSE
9032,256,124,1,Insecticide,1,2010,TARAXICUM OFFICINALIS,3.6,223.67,NA,NA,NA,NA,1.383,45.117,FALSE
9033,256,124,1,Insecticide,1,2012,SOLIDAGO SP.,4.2,286.18,NA,NA,NA,NA,1.383,45.117,FALSE
9034,256,124,1,Insecticide,1,2008,TARAXICUM OFFICINALIS,NA,NA,1,NA,NA,NA,1.383,45.117,FALSE
9035,256,124,1,Insecticide,1,2012,Agrsm,NA,NA,2,NA,NA,NA,1.383,45.117,TRUE
9036,256,124,1,Insecticide,1,2013,Luppe,6,682.363,NA,NA,NA,NA,1.383,45.117,FALSE
9037,256,124,1,Insecticide,1,2010,SPOROBOLUS CRYPTANDRUS,5.2,223.67,NA,NA,NA,NA,1.383,45.117,FALSE
9038,256,124,1,Insecticide,1,2013,TARAXICUM OFFICINALIS,0.31,682.363,NA,NA,NA,NA,1.383,45.117,FALSE
9039,256,124,1,Insecticide,1,2012,Achmi,NA,NA,2,NA,NA,NA,1.383,45.117,FALSE
9040,256,124,1,Insecticide,1,2013,CYPERUS SP.,3.3,682.363,1,NA,NA,NA,1.383,45.117,FALSE
9041,256,124,1,Insecticide,1,2008,BARE GROUND,NA,NA,75,NA,NA,NA,1.383,45.117,FALSE
9042,256,124,1,Insecticide,1,2013,DIGITARIA SP.,NA,NA,2,NA,NA,NA,1.383,45.117,FALSE
9043,256,124,1,Insecticide,1,2010,SOLIDAGO NEMORALIS,0.1,223.67,NA,NA,NA,NA,1.383,45.117,FALSE
9044,256,124,1,Insecticide,1,2010,DIGITARIA SP.,3.7,223.67,NA,NA,NA,NA,1.383,45.117,FALSE
9045,256,124,1,Insecticide,1,2010,Achmi,NA,NA,3,NA,NA,NA,1.383,45.117,FALSE
9046,256,124,1,Insecticide,1,2013,MISCELLANEOUS LITTER,NA,NA,3,NA,NA,NA,1.383,45.117,FALSE
9047,256,124,1,Insecticide,1,2009,AGROPYRON REPENS,11.4,338.82,NA,NA,NA,NA,1.383,45.117,FALSE
9048,256,124,1,Insecticide,1,2008,MISCELLANEOUS GRASSES,NA,NA,12,NA,NA,NA,1.383,45.117,FALSE
9049,256,124,1,Insecticide,1,2012,BARE GROUND,NA,NA,45,NA,NA,NA,1.383,45.117,FALSE
9050,256,124,1,Insecticide,1,2010,CYPERUS FILICULMIS,2.6,223.67,NA,NA,NA,NA,1.383,45.117,FALSE
9051,256,124,1,Insecticide,1,2013,BARE GROUND,NA,NA,55,NA,NA,NA,1.383,45.117,FALSE
9052,256,124,1,Insecticide,1,2010,Schsc,6.5,223.67,3,NA,NA,NA,1.383,45.117,FALSE
9053,256,124,1,Insecticide,1,2010,CYPERUS SCHWEINITZII,5.7,223.67,NA,NA,NA,NA,1.383,45.117,FALSE
9054,256,124,1,Insecticide,1,2011,TRIFOLIUM SP.,NA,NA,1,NA,NA,NA,1.383,45.117,FALSE
9055,256,124,1,Insecticide,1,2010,Petpu,0.2,223.67,NA,NA,NA,NA,1.383,45.117,FALSE
9056,256,124,1,Insecticide,1,2010,Lesca,0.1,223.67,4,NA,NA,NA,1.383,45.117,FALSE
9057,256,124,1,Insecticide,1,2010,PANICUM OLIGOSANTHES,NA,NA,1,NA,NA,NA,1.383,45.117,FALSE
9058,256,124,1,Insecticide,1,2012,AGROSTIS SCABRA,2.8,286.18,NA,NA,NA,NA,1.383,45.117,FALSE
9059,256,124,1,Insecticide,1,2008,ERIGERON SP.,NA,NA,8,NA,NA,NA,1.383,45.117,FALSE
9060,256,124,1,Insecticide,1,2008,Achmi,NA,NA,1,NA,NA,NA,1.383,45.117,FALSE
9061,256,124,1,Insecticide,1,2012,CREPIS TECTORUM,2.7,286.18,NA,NA,NA,NA,1.383,45.117,FALSE
9062,256,124,1,Insecticide,1,2011,BARE GROUND,NA,NA,71,NA,NA,NA,1.383,45.117,FALSE
9063,256,124,1,Insecticide,1,2010,CREPIS TECTORUM,1.2,223.67,2,NA,NA,NA,1.383,45.117,FALSE
9064,256,124,1,Insecticide,1,2007,SPOROBOLUS CRYPTANDRUS,0.3,NA,NA,NA,NA,NA,1.383,45.117,FALSE
9065,256,124,1,Insecticide,1,2007,Schsc,0.3,NA,NA,NA,NA,NA,1.383,45.117,FALSE
9066,256,124,1,Insecticide,1,2010,PETALOSTEMUM CANDIDUM,NA,NA,3,NA,NA,NA,1.383,45.117,FALSE
9067,256,124,1,Insecticide,1,2012,Sornu,NA,NA,15,NA,NA,NA,1.383,45.117,FALSE
9068,256,124,1,Insecticide,1,2011,Sornu,0.7,377.63,3,NA,NA,NA,1.383,45.117,FALSE
9069,256,123,1,Control,1,2013,Agrsm,NA,NA,2,NA,NA,NA,1.383,45.117,TRUE
9070,256,123,1,Control,1,2013,BARE GROUND,NA,NA,90,NA,NA,NA,1.383,45.117,FALSE
9071,256,123,1,Control,1,2008,Luppe,NA,NA,5,NA,NA,NA,1.383,45.117,FALSE
9072,256,123,1,Control,1,2010,Koecr,NA,NA,4,NA,NA,NA,1.383,45.117,FALSE
9073,256,123,1,Control,1,2012,CYPERUS SP.,0.28,273.03,5,NA,NA,NA,1.383,45.117,FALSE
9074,256,123,1,Control,1,2008,CYPERUS SP.,NA,NA,2,NA,NA,NA,1.383,45.117,FALSE
9075,256,123,1,Control,1,2009,DIGITARIA SP.,0.2,446.71,NA,NA,NA,NA,1.383,45.117,FALSE
9076,256,123,1,Control,1,2012,Schsc,4.1,273.03,NA,NA,NA,NA,1.383,45.117,FALSE
9077,256,123,1,Control,1,2010,CYPERUS SCHWEINITZII,1.9,177.62,NA,NA,NA,NA,1.383,45.117,FALSE
9078,256,123,1,Control,1,2007,DIGITARIA SP.,1.6,NA,NA,NA,NA,NA,1.383,45.117,FALSE
9079,256,123,1,Control,1,2010,ERIGERON CANADENSIS,0.2,177.62,NA,NA,NA,NA,1.383,45.117,FALSE
9080,256,123,1,Control,1,2011,Luppe,3.7,489.14,1,NA,NA,NA,1.383,45.117,FALSE
9081,256,123,1,Control,1,2009,CREPIS TECTORUM,0.2,446.71,NA,NA,NA,NA,1.383,45.117,FALSE
9082,256,123,1,Control,1,2013,DIGITARIA SP.,NA,NA,1,NA,NA,NA,1.383,45.117,FALSE
9083,256,123,1,Control,1,2008,AGROPYRON REPENS,NA,NA,3,NA,NA,NA,1.383,45.117,FALSE
9084,256,123,1,Control,1,2007,CYPERUS SP.,0.5,NA,NA,NA,NA,NA,1.383,45.117,FALSE
9085,256,123,1,Control,1,2011,LACTUCA SP.,1.1,489.14,NA,NA,NA,NA,1.383,45.117,FALSE
9086,256,123,1,Control,1,2008,UNSORTED BIOMASS,15,NA,NA,NA,NA,NA,1.383,45.117,FALSE
9087,256,123,1,Control,1,2011,SOLIDAGO NEMORALIS,1.6,489.14,NA,NA,NA,NA,1.383,45.117,FALSE
9088,256,123,1,Control,1,2007,Koecr,2,NA,NA,NA,NA,NA,1.383,45.117,FALSE
9089,256,123,1,Control,1,2011,Lesca,2.7,489.14,2,NA,NA,NA,1.383,45.117,FALSE
9090,256,123,1,Control,1,2009,ARISTIDA BASIRAMEA,5.1,446.71,NA,NA,NA,NA,1.383,45.117,FALSE
9091,256,123,1,Control,1,2008,ERIGERON SP.,NA,NA,4,NA,NA,NA,1.383,45.117,FALSE
9092,256,123,1,Control,1,2010,AGROPYRON REPENS,2.5,177.62,NA,NA,NA,NA,1.383,45.117,FALSE
9093,256,123,1,Control,1,2012,Sornu,15.5,273.03,6,NA,NA,NA,1.383,45.117,FALSE
9094,256,123,1,Control,1,2010,Luppe,52.8,177.62,2,NA,NA,NA,1.383,45.117,FALSE
9095,256,123,1,Control,1,2009,Poapr,1.5,446.71,NA,NA,NA,NA,1.383,45.117,FALSE
9096,256,123,1,Control,1,2010,CYPERUS FILICULMIS,0.1,177.62,NA,NA,NA,NA,1.383,45.117,FALSE
9097,256,123,1,Control,1,2009,Sornu,38.5,446.71,NA,NA,NA,NA,1.383,45.117,FALSE
9098,256,123,1,Control,1,2012,DIGITARIA SP.,3.1,273.03,NA,NA,NA,NA,1.383,45.117,FALSE
9099,256,123,1,Control,1,2010,Poapr,7.8,177.62,NA,NA,NA,NA,1.383,45.117,FALSE
9100,256,123,1,Control,1,2011,BARE GROUND,NA,NA,71,NA,NA,NA,1.383,45.117,FALSE
9101,256,123,1,Control,1,2011,CYPERUS SP.,2.6,489.14,7,NA,NA,NA,1.383,45.117,FALSE
9102,256,123,1,Control,1,2011,ARISTIDA BASIRAMEA,8.5,489.14,3,NA,NA,NA,1.383,45.117,FALSE
9103,256,123,1,Control,1,2011,DIGITARIA SP.,5.1,489.14,10,NA,NA,NA,1.383,45.117,FALSE
9104,256,123,1,Control,1,2008,TARAXICUM OFFICINALIS,NA,NA,1,NA,NA,NA,1.383,45.117,FALSE
9105,256,123,1,Control,1,2013,ARISTIDA BASIRAMEA,1.4,2110.769,NA,NA,NA,NA,1.383,45.117,FALSE
9106,256,123,1,Control,1,2008,MISCELLANEOUS GRASSES,NA,NA,6,NA,NA,NA,1.383,45.117,FALSE
9107,256,123,1,Control,1,2009,Schsc,3.3,446.71,NA,NA,NA,NA,1.383,45.117,FALSE
9108,256,123,1,Control,1,2012,TARAXICUM OFFICINALIS,NA,NA,2,NA,NA,NA,1.383,45.117,FALSE
9109,256,123,1,Control,1,2011,SPOROBOLUS CRYPTANDRUS,0.5,489.14,NA,NA,NA,NA,1.383,45.117,FALSE
9110,256,123,1,Control,1,2011,Sornu,18.3,489.14,NA,NA,NA,NA,1.383,45.117,FALSE
9111,256,123,1,Control,1,2011,Agrsm,11.2,489.14,5,NA,NA,NA,1.383,45.117,TRUE
9112,256,123,1,Control,1,2007,ARISTIDA BASIRAMEA,9.4,NA,NA,NA,NA,NA,1.383,45.117,FALSE
9113,256,123,1,Control,1,2010,Sornu,51.2,177.62,2,NA,NA,NA,1.383,45.117,FALSE
9114,256,123,1,Control,1,2010,CREPIS TECTORUM,1.4,177.62,5,NA,NA,NA,1.383,45.117,FALSE
9115,256,123,1,Control,1,2009,CYPERUS SP.,0.5,446.71,NA,NA,NA,NA,1.383,45.117,FALSE
9116,256,123,1,Control,1,2010,BOUTELOUA GRACILIS,6.4,177.62,NA,NA,NA,NA,1.383,45.117,FALSE
9117,256,123,1,Control,1,2012,Luppe,1.8,273.03,2,NA,NA,NA,1.383,45.117,FALSE
9118,256,123,1,Control,1,2012,LEPTOLOMA COGNATUM,NA,NA,5,NA,NA,NA,1.383,45.117,FALSE
9119,256,123,1,Control,1,2007,Poapr,1.7,NA,NA,NA,NA,NA,1.383,45.117,FALSE
9120,256,123,1,Control,1,2012,MOLLUGO VERTICILLATA,NA,NA,1,NA,NA,NA,1.383,45.117,FALSE
9121,256,123,1,Control,1,2007,Sornu,5.7,NA,NA,NA,NA,NA,1.383,45.117,FALSE
