Exp,Year,Plot,Treatment,Date,Species,Percent Cover
E244,2009,168,FoliarFungicide,23-Jun-09, Bare ground                     ,1
E244,2009,168,FoliarFungicide,23-Jun-09, Lupinus perennis                ,75
E244,2009,168,FoliarFungicide,13-Aug-09, Lupinus perennis                ,60
E244,2009,168,FoliarFungicide,13-Aug-09, Schizachyrium scoparium         ,15
E244,2009,168,FoliarFungicide,23-Jun-09, Solidago rigida                 ,8
E244,2009,168,FoliarFungicide,13-Aug-09, Solidago rigida                 ,8
E244,2009,169,SoilDrenchFungicide,23-Jun-09, Andropogon gerardi              ,18
E244,2009,169,SoilDrenchFungicide,13-Aug-09, Andropogon gerardi              ,18
E244,2009,169,SoilDrenchFungicide,23-Jun-09, Bare ground                     ,13
E244,2009,169,SoilDrenchFungicide,13-Aug-09, Bare ground                     ,7
E244,2009,169,SoilDrenchFungicide,13-Aug-09, Lespedeza capitata              ,2
E244,2009,169,SoilDrenchFungicide,23-Jun-09, Lupinus perennis                ,57
E244,2009,169,SoilDrenchFungicide,13-Aug-09, Lupinus perennis                ,30
E244,2009,169,SoilDrenchFungicide,13-Aug-09, Poa pratensis                   ,8
E244,2009,169,SoilDrenchFungicide,23-Jun-09, Schizachyrium scoparium         ,12
E244,2009,169,SoilDrenchFungicide,13-Aug-09, Schizachyrium scoparium         ,29
E244,2009,169,SoilDrenchFungicide,13-Aug-09, Solidago rigida                 ,6
E244,2009,170,Insecticide,23-Jun-09, Amorpha canescens               ,2
E244,2009,170,Insecticide,13-Aug-09, Amorpha canescens               ,2
E244,2009,170,Insecticide,23-Jun-09, Andropogon gerardi              ,18
E244,2009,170,Insecticide,13-Aug-09, Andropogon gerardi              ,49
E244,2009,170,Insecticide,23-Jun-09, Bare ground                     ,12
E244,2009,170,Insecticide,13-Aug-09, Bare ground                     ,8
E244,2009,170,Insecticide,23-Jun-09, Lespedeza capitata              ,12
E244,2009,170,Insecticide,13-Aug-09, Lespedeza capitata              ,6
E244,2009,170,Insecticide,23-Jun-09, Lupinus perennis                ,50
E244,2009,170,Insecticide,13-Aug-09, Lupinus perennis                ,21
E244,2009,170,Insecticide,23-Jun-09, Quercus ellipsoidalis           ,6
E244,2009,170,Insecticide,13-Aug-09, Quercus ellipsoidalis           ,6
E244,2009,170,Insecticide,13-Aug-09, Schizachyrium scoparium         ,8
E244,2009,171,Insecticide,23-Jun-09, Amorpha canescens               ,3
E244,2009,171,Insecticide,13-Aug-09, Amorpha canescens               ,8
E244,2009,171,Insecticide,13-Aug-09, Andropogon gerardi              ,4
E244,2009,171,Insecticide,23-Jun-09, Lespedeza capitata              ,6
E244,2009,171,Insecticide,13-Aug-09, Lespedeza capitata              ,6
E244,2009,171,Insecticide,23-Jun-09, Lupinus perennis                ,85
E244,2009,171,Insecticide,13-Aug-09, Lupinus perennis                ,62
E244,2009,171,Insecticide,13-Aug-09, Schizachyrium scoparium         ,4
E244,2009,171,Insecticide,23-Jun-09, Solidago rigida                 ,6
E244,2009,171,Insecticide,13-Aug-09, Solidago rigida                 ,16
E244,2009,172,Control,23-Jun-09, Agropyron repens                ,2
E244,2009,172,Control,13-Aug-09, Agropyron repens                ,5
E244,2009,172,Control,23-Jun-09, Andropogon gerardi              ,2
E244,2009,172,Control,13-Aug-09, Andropogon gerardi              ,51
E244,2009,172,Control,23-Jun-09, Bare ground                     ,16
E244,2009,172,Control,13-Aug-09, Bare ground                     ,11
E244,2009,172,Control,23-Jun-09, Lupinus perennis                ,62
E244,2009,172,Control,13-Aug-09, Lupinus perennis                ,9
E244,2009,172,Control,23-Jun-09, Schizachyrium scoparium         ,18
E244,2009,172,Control,13-Aug-09, Schizachyrium scoparium         ,24
E244,2009,173,AllPesticides,23-Jun-09, Agropyron repens                ,12
E244,2009,173,AllPesticides,13-Aug-09, Agropyron repens                ,13
E244,2009,173,AllPesticides,23-Jun-09, Amorpha canescens               ,2
E244,2009,173,AllPesticides,13-Aug-09, Amorpha canescens               ,4
E244,2009,173,AllPesticides,23-Jun-09, Andropogon gerardi              ,9
E244,2009,173,AllPesticides,13-Aug-09, Andropogon gerardi              ,32
E244,2009,173,AllPesticides,23-Jun-09, Bare ground                     ,1
E244,2009,173,AllPesticides,13-Aug-09, Bare ground                     ,1
E244,2009,173,AllPesticides,13-Aug-09, Lespedeza capitata              ,2
E244,2009,173,AllPesticides,13-Aug-09, Liatris aspera                  ,2
E244,2009,173,AllPesticides,23-Jun-09, Lupinus perennis                ,76
E244,2009,173,AllPesticides,13-Aug-09, Lupinus perennis                ,33
E244,2009,173,AllPesticides,13-Aug-09, Schizachyrium scoparium         ,13
E244,2009,174,SoilDrenchFungicide,23-Jun-09, Amorpha canescens               ,8
E244,2009,174,SoilDrenchFungicide,13-Aug-09, Amorpha canescens               ,4
E244,2009,174,SoilDrenchFungicide,23-Jun-09, Andropogon gerardi              ,12
E244,2009,174,SoilDrenchFungicide,13-Aug-09, Andropogon gerardi              ,44
E244,2009,174,SoilDrenchFungicide,23-Jun-09, Bare ground                     ,12
E244,2009,174,SoilDrenchFungicide,13-Aug-09, Bare ground                     ,9
E244,2009,174,SoilDrenchFungicide,23-Jun-09, Lupinus perennis                ,65
E244,2009,174,SoilDrenchFungicide,13-Aug-09, Lupinus perennis                ,32
E244,2009,174,SoilDrenchFungicide,23-Jun-09, Schizachyrium scoparium         ,3
E244,2009,174,SoilDrenchFungicide,13-Aug-09, Schizachyrium scoparium         ,11
E244,2009,175,FoliarFungicide,23-Jun-09, Andropogon gerardi              ,1
E244,2009,175,FoliarFungicide,13-Aug-09, Andropogon gerardi              ,22
E244,2009,175,FoliarFungicide,23-Jun-09, Bare ground                     ,3
E244,2009,175,FoliarFungicide,13-Aug-09, Bare ground                     ,3
E244,2009,175,FoliarFungicide,23-Jun-09, Lupinus perennis                ,85
E244,2009,175,FoliarFungicide,13-Aug-09, Lupinus perennis                ,61
E244,2009,175,FoliarFungicide,23-Jun-09, Schizachyrium scoparium         ,11
E244,2009,175,FoliarFungicide,13-Aug-09, Schizachyrium scoparium         ,14
E244,2009,176,Control,13-Aug-09, Achillea millefolium(lanulosa)  ,4
E244,2009,176,Control,13-Aug-09, Amorpha canescens               ,2
E244,2009,176,Control,13-Aug-09, Andropogon gerardi              ,7
E244,2009,176,Control,13-Aug-09, Bare ground                     ,55
E244,2009,176,Control,13-Aug-09, Lespedeza capitata              ,6
E244,2009,176,Control,13-Aug-09, Liatris aspera                  ,5
E244,2009,176,Control,13-Aug-09, Lupinus perennis                ,2
E244,2009,176,Control,13-Aug-09, Miscellaneous herbs             ,2
E244,2009,176,Control,13-Aug-09, Miscellaneous litter            ,3
E244,2009,176,Control,13-Aug-09, Physalis heterophylla           ,3
E244,2009,176,Control,13-Aug-09, Poa pratensis                   ,4
E244,2009,176,Control,13-Aug-09, Schizachyrium scoparium         ,3
E244,2009,176,Control,13-Aug-09, Solidago rigida                 ,4
E244,2009,177,FoliarFungicide,13-Aug-09, Andropogon gerardi              ,4
E244,2009,177,FoliarFungicide,13-Aug-09, Aristida basiramea              ,1
E244,2009,177,FoliarFungicide,13-Aug-09, Bare ground                     ,66
E244,2009,177,FoliarFungicide,13-Aug-09, Koeleria cristata               ,2
E244,2009,177,FoliarFungicide,13-Aug-09, Lespedeza capitata              ,3
E244,2009,177,FoliarFungicide,13-Aug-09, Liatris aspera                  ,5
E244,2009,177,FoliarFungicide,13-Aug-09, Lupinus perennis                ,7
E244,2009,177,FoliarFungicide,13-Aug-09, Miscellaneous litter            ,3
E244,2009,177,FoliarFungicide,13-Aug-09, Poa pratensis                   ,2
E244,2009,177,FoliarFungicide,13-Aug-09, Schizachyrium scoparium         ,7
E244,2009,178,SoilDrenchFungicide,13-Aug-09, Andropogon gerardi              ,5
E244,2009,178,SoilDrenchFungicide,13-Aug-09, Aristida basiramea              ,1
E244,2009,178,SoilDrenchFungicide,13-Aug-09, Aster azureus                   ,8
E244,2009,178,SoilDrenchFungicide,13-Aug-09, Bare ground                     ,59
E244,2009,178,SoilDrenchFungicide,13-Aug-09, Lespedeza capitata              ,5
E244,2009,178,SoilDrenchFungicide,13-Aug-09, Liatris aspera                  ,5
E244,2009,178,SoilDrenchFungicide,13-Aug-09, Poa pratensis                   ,2
E244,2009,178,SoilDrenchFungicide,13-Aug-09, Schizachyrium scoparium         ,15
E244,2009,179,Insecticide,13-Aug-09, Achillea millefolium(lanulosa)  ,1
E244,2009,179,Insecticide,13-Aug-09, Aster azureus                   ,2
E244,2009,179,Insecticide,13-Aug-09, Bare ground                     ,48
E244,2009,179,Insecticide,13-Aug-09, Lespedeza capitata              ,4
E244,2009,179,Insecticide,13-Aug-09, Liatris aspera                  ,10
E244,2009,179,Insecticide,13-Aug-09, Miscellaneous litter            ,3
E244,2009,179,Insecticide,13-Aug-09, Poa pratensis                   ,7
E244,2009,179,Insecticide,13-Aug-09, Schizachyrium scoparium         ,25
E244,2009,180,AllPesticides,13-Aug-09, Andropogon gerardi              ,15
E244,2009,180,AllPesticides,13-Aug-09, Bare ground                     ,12
E244,2009,180,AllPesticides,13-Aug-09, Lespedeza capitata              ,3
E244,2009,180,AllPesticides,13-Aug-09, Liatris aspera                  ,3
E244,2009,180,AllPesticides,13-Aug-09, Lupinus sp.                     ,35
E244,2009,180,AllPesticides,13-Aug-09, Miscellaneous litter            ,2
E244,2009,180,AllPesticides,13-Aug-09, Poa pratensis                   ,5
E244,2009,180,AllPesticides,13-Aug-09, Schizachyrium scoparium         ,15
E244,2009,180,AllPesticides,13-Aug-09, Solidago nemoralis              ,10
E244,2009,181,Insecticide,13-Aug-09, Achillea millefolium(lanulosa)  ,1
E244,2009,181,Insecticide,23-Jun-09, Agropyron repens                ,1
E244,2009,181,Insecticide,13-Aug-09, Andropogon gerardi              ,10
E244,2009,181,Insecticide,13-Aug-09, Aristida basiramea              ,3
E244,2009,181,Insecticide,23-Jun-09, Asclepias tuberosa              ,12
E244,2009,181,Insecticide,23-Jun-09, Bare ground                     ,56
E244,2009,181,Insecticide,13-Aug-09, Bare ground                     ,61
E244,2009,181,Insecticide,13-Aug-09, Bouteloua gracilis              ,2
E244,2009,181,Insecticide,23-Jun-09, Crepis tectorum                 ,10
E244,2009,181,Insecticide,13-Aug-09, Cyperus sp.                     ,11
E244,2009,181,Insecticide,23-Jun-09, Koeleria cristata               ,10
E244,2009,181,Insecticide,23-Jun-09, Lupinus perennis                ,11
E244,2009,181,Insecticide,13-Aug-09, Lupinus perennis                ,6
E244,2009,181,Insecticide,13-Aug-09, Solidago rigida                 ,6
E244,2009,182,FoliarFungicide,23-Jun-09, Achillea millefolium(lanulosa)  ,12
E244,2009,182,FoliarFungicide,13-Aug-09, Aristida basiramea              ,3
E244,2009,182,FoliarFungicide,23-Jun-09, Asclepias tuberosa              ,4
E244,2009,182,FoliarFungicide,23-Jun-09, Bare ground                     ,60
E244,2009,182,FoliarFungicide,13-Aug-09, Bare ground                     ,47
E244,2009,182,FoliarFungicide,23-Jun-09, Crepis tectorum                 ,15
E244,2009,182,FoliarFungicide,13-Aug-09, Cyperus sp.                     ,6
E244,2009,182,FoliarFungicide,13-Aug-09, Koeleria cristata               ,2
E244,2009,182,FoliarFungicide,13-Aug-09, Liatris aspera                  ,5
E244,2009,182,FoliarFungicide,13-Aug-09, Lupinus perennis                ,15
E244,2009,182,FoliarFungicide,23-Jun-09, Physalis virginiana             ,4
E244,2009,182,FoliarFungicide,23-Jun-09, Poa pratensis                   ,5
E244,2009,182,FoliarFungicide,13-Aug-09, Poa pratensis                   ,20
E244,2009,182,FoliarFungicide,13-Aug-09, Sporobolus sp.                  ,1
E244,2009,182,FoliarFungicide,13-Aug-09, Taraxicum officinalis           ,1
E244,2009,183,AllPesticides,23-Jun-09, Agropyron repens                ,1
E244,2009,183,AllPesticides,13-Aug-09, Aristida basiramea              ,9
E244,2009,183,AllPesticides,23-Jun-09, Asclepias tuberosa              ,3
E244,2009,183,AllPesticides,23-Jun-09, Bare ground                     ,74
E244,2009,183,AllPesticides,13-Aug-09, Bare ground                     ,20
E244,2009,183,AllPesticides,13-Aug-09, Crepis tectorum                 ,3
E244,2009,183,AllPesticides,13-Aug-09, Eragrostis spectabilis          ,2
E244,2009,183,AllPesticides,23-Jun-09, Hedeoma hispida                 ,2
E244,2009,183,AllPesticides,13-Aug-09, Hedeoma hispida                 ,1
E244,2009,183,AllPesticides,23-Jun-09, Koeleria cristata               ,11
E244,2009,183,AllPesticides,13-Aug-09, Lespedeza capitata              ,5
E244,2009,183,AllPesticides,13-Aug-09, Liatris aspera                  ,2
E244,2009,183,AllPesticides,23-Jun-09, Lupinus perennis                ,2
E244,2009,183,AllPesticides,13-Aug-09, Lupinus perennis                ,37
E244,2009,183,AllPesticides,13-Aug-09, Miscellaneous herbs             ,2
E244,2009,183,AllPesticides,23-Jun-09, Physalis virginiana             ,5
E244,2009,183,AllPesticides,13-Aug-09, Physalis virginiana             ,2
E244,2009,183,AllPesticides,13-Aug-09, Schizachyrium scoparium         ,2
E244,2009,183,AllPesticides,13-Aug-09, Solidago rigida                 ,13
E244,2009,183,AllPesticides,13-Aug-09, Sporobolus sp.                  ,2
E244,2009,183,AllPesticides,23-Jun-09, Taraxicum officinalis           ,2
E244,2009,184,Control,13-Aug-09, Agrostis scabra                 ,7
E244,2009,184,Control,23-Jun-09, Asclepias tuberosa              ,7
E244,2009,184,Control,13-Aug-09, Asclepias tuberosa              ,5
E244,2009,184,Control,23-Jun-09, Bare ground                     ,72
E244,2009,184,Control,13-Aug-09, Bare ground                     ,42
E244,2009,184,Control,23-Jun-09, Crepis tectorum                 ,15
E244,2009,184,Control,13-Aug-09, Crepis tectorum                 ,3
E244,2009,184,Control,13-Aug-09, Cyperus sp.                     ,6
E244,2009,184,Control,13-Aug-09, Erigeron canadensis             ,2
E244,2009,184,Control,13-Aug-09, Euphorbia glyptosperma          ,1
E244,2009,184,Control,23-Jun-09, Koeleria cristata               ,2
E244,2009,184,Control,13-Aug-09, Lespedeza capitata              ,12
E244,2009,184,Control,13-Aug-09, Mollugo verticillata            ,1
E244,2009,184,Control,23-Jun-09, Panicum oligosanthes            ,2
E244,2009,184,Control,13-Aug-09, Schizachyrium scoparium         ,14
E244,2009,184,Control,13-Aug-09, Sporobolus sp.                  ,5
E244,2009,184,Control,23-Jun-09, Taraxicum officinalis           ,2
E244,2009,184,Control,13-Aug-09, Taraxicum officinalis           ,2
E244,2009,185,SoilDrenchFungicide,23-Jun-09, Agropyron repens                ,2
E244,2009,185,SoilDrenchFungicide,13-Aug-09, Andropogon gerardi              ,3
E244,2009,185,SoilDrenchFungicide,13-Aug-09, Aristida basiramea              ,2
E244,2009,185,SoilDrenchFungicide,23-Jun-09, Asclepias tuberosa              ,5
E244,2009,185,SoilDrenchFungicide,23-Jun-09, Astragalus canadensis           ,75
E244,2009,185,SoilDrenchFungicide,13-Aug-09, Bare ground                     ,40
E244,2009,185,SoilDrenchFungicide,13-Aug-09, Cyperus sp.                     ,3
E244,2009,185,SoilDrenchFungicide,13-Aug-09, Lespedeza capitata              ,7
E244,2009,185,SoilDrenchFungicide,23-Jun-09, Liatris aspera                  ,3
E244,2009,185,SoilDrenchFungicide,13-Aug-09, Liatris aspera                  ,2
E244,2009,185,SoilDrenchFungicide,23-Jun-09, Lupinus perennis                ,5
E244,2009,185,SoilDrenchFungicide,13-Aug-09, Lupinus perennis                ,30
E244,2009,185,SoilDrenchFungicide,23-Jun-09, Poa pratensis                   ,6
E244,2009,185,SoilDrenchFungicide,23-Jun-09, Schizachyrium scoparium         ,2
E244,2009,185,SoilDrenchFungicide,13-Aug-09, Schizachyrium scoparium         ,8
E244,2009,185,SoilDrenchFungicide,13-Aug-09, Solidago nemoralis              ,5
E244,2009,185,SoilDrenchFungicide,23-Jun-09, Sporobolus sp.                  ,2
E244,2009,186,Insecticide,13-Aug-09, Agropyron repens                ,1
E244,2009,186,Insecticide,23-Jun-09, Andropogon gerardi              ,3
E244,2009,186,Insecticide,13-Aug-09, Asclepias tuberosa              ,12
E244,2009,186,Insecticide,23-Jun-09, Bare ground                     ,19
E244,2009,186,Insecticide,13-Aug-09, Bare ground                     ,56
E244,2009,186,Insecticide,13-Aug-09, Crepis tectorum                 ,10
E244,2009,186,Insecticide,23-Jun-09, Koeleria cristata               ,10
E244,2009,186,Insecticide,13-Aug-09, Koeleria cristata               ,10
E244,2009,186,Insecticide,23-Jun-09, Lupinus perennis                ,10
E244,2009,186,Insecticide,13-Aug-09, Lupinus perennis                ,11
E244,2009,186,Insecticide,23-Jun-09, Petalostemum purpureum          ,37
E244,2009,186,Insecticide,23-Jun-09, Schizachyrium scoparium         ,15
E244,2009,186,Insecticide,23-Jun-09, Solidago rigida                 ,6
E244,2009,187,FoliarFungicide,23-Jun-09, Bare ground                     ,43
E244,2009,187,FoliarFungicide,13-Aug-09, Bare ground                     ,43
E244,2009,187,FoliarFungicide,13-Aug-09, Bouteloua gracilis              ,2
E244,2009,187,FoliarFungicide,13-Aug-09, Koeleria cristata               ,3
E244,2009,187,FoliarFungicide,23-Jun-09, Panicum oligosanthes            ,5
E244,2009,187,FoliarFungicide,23-Jun-09, Petalostemum purpureum          ,17
E244,2009,187,FoliarFungicide,13-Aug-09, Petalostemum purpureum          ,17
E244,2009,187,FoliarFungicide,23-Jun-09, Schizachyrium scoparium         ,15
E244,2009,187,FoliarFungicide,13-Aug-09, Schizachyrium scoparium         ,15
E244,2009,187,FoliarFungicide,23-Jun-09, Solidago rigida                 ,20
E244,2009,187,FoliarFungicide,13-Aug-09, Solidago rigida                 ,20
E244,2009,188,AllPesticides,23-Jun-09, Bare ground                     ,31
E244,2009,188,AllPesticides,13-Aug-09, Bare ground                     ,31
E244,2009,188,AllPesticides,23-Jun-09, Panicum oligosanthes            ,5
E244,2009,188,AllPesticides,13-Aug-09, Panicum virgatum                ,5
E244,2009,188,AllPesticides,23-Jun-09, Petalostemum purpureum          ,47
E244,2009,188,AllPesticides,13-Aug-09, Petalostemum purpureum          ,47
E244,2009,188,AllPesticides,23-Jun-09, Poa pratensis                   ,5
E244,2009,188,AllPesticides,13-Aug-09, Poa pratensis                   ,5
E244,2009,188,AllPesticides,23-Jun-09, Schizachyrium scoparium         ,12
E244,2009,188,AllPesticides,13-Aug-09, Schizachyrium scoparium         ,12
E244,2009,189,SoilDrenchFungicide,23-Jun-09, Bare ground                     ,27
E244,2009,189,SoilDrenchFungicide,13-Aug-09, Bare ground                     ,22
E244,2009,189,SoilDrenchFungicide,23-Jun-09, Koeleria cristata               ,6
E244,2009,189,SoilDrenchFungicide,13-Aug-09, Koeleria cristata               ,6
E244,2009,189,SoilDrenchFungicide,23-Jun-09, Petalostemum purpureum          ,35
E244,2009,189,SoilDrenchFungicide,13-Aug-09, Petalostemum purpureum          ,35
E244,2009,189,SoilDrenchFungicide,23-Jun-09, Poa pratensis                   ,15
E244,2009,189,SoilDrenchFungicide,13-Aug-09, Poa pratensis                   ,15
E244,2009,189,SoilDrenchFungicide,13-Aug-09, Schizachyrium scoparium         ,5
E244,2009,189,SoilDrenchFungicide,23-Jun-09, Solidago rigida                 ,17
E244,2009,189,SoilDrenchFungicide,13-Aug-09, Solidago rigida                 ,17
E244,2009,190,Control,23-Jun-09, Bare ground                     ,34
E244,2009,190,Control,13-Aug-09, Bare ground                     ,34
E244,2009,190,Control,23-Jun-09, Bouteloua gracilis              ,12
E244,2009,190,Control,13-Aug-09, Bouteloua gracilis              ,3
E244,2009,190,Control,23-Jun-09, Koeleria cristata               ,15
E244,2009,190,Control,13-Aug-09, Koeleria cristata               ,15
E244,2009,190,Control,23-Jun-09, Petalostemum purpureum          ,37
E244,2009,190,Control,13-Aug-09, Petalostemum purpureum          ,37
E244,2009,190,Control,13-Aug-09, Schizachyrium scoparium         ,9
E244,2009,190,Control,23-Jun-09, Solidago rigida                 ,2
E244,2009,190,Control,13-Aug-09, Solidago rigida                 ,2
E244,2009,191,FoliarFungicide,23-Jun-09, Andropogon gerardi              ,14
E244,2009,191,FoliarFungicide,13-Aug-09, Andropogon gerardi              ,34
E244,2009,191,FoliarFungicide,23-Jun-09, Bare ground                     ,27
E244,2009,191,FoliarFungicide,13-Aug-09, Bare ground                     ,19
E244,2009,191,FoliarFungicide,23-Jun-09, Lupinus perennis                ,47
E244,2009,191,FoliarFungicide,13-Aug-09, Lupinus perennis                ,22
E244,2009,191,FoliarFungicide,23-Jun-09, Schizachyrium scoparium         ,12
E244,2009,191,FoliarFungicide,13-Aug-09, Schizachyrium scoparium         ,25
E244,2009,192,SoilDrenchFungicide,23-Jun-09, Andropogon gerardi              ,6
E244,2009,192,SoilDrenchFungicide,13-Aug-09, Andropogon gerardi              ,49
E244,2009,192,SoilDrenchFungicide,23-Jun-09, Bare ground                     ,13
E244,2009,192,SoilDrenchFungicide,13-Aug-09, Bare ground                     ,13
E244,2009,192,SoilDrenchFungicide,23-Jun-09, Koeleria cristata               ,7
E244,2009,192,SoilDrenchFungicide,13-Aug-09, Koeleria cristata               ,7
E244,2009,192,SoilDrenchFungicide,23-Jun-09, Lupinus perennis                ,65
E244,2009,192,SoilDrenchFungicide,13-Aug-09, Lupinus perennis                ,18
E244,2009,192,SoilDrenchFungicide,13-Aug-09, Poa pratensis                   ,4
E244,2009,192,SoilDrenchFungicide,23-Jun-09, Schizachyrium scoparium         ,9
E244,2009,192,SoilDrenchFungicide,13-Aug-09, Schizachyrium scoparium         ,9
E244,2009,193,Control,23-Jun-09, Amorpha canescens               ,9
E244,2009,193,Control,13-Aug-09, Amorpha canescens               ,9
E244,2009,193,Control,23-Jun-09, Andropogon gerardi              ,38
E244,2009,193,Control,13-Aug-09, Andropogon gerardi              ,67
E244,2009,193,Control,23-Jun-09, Baptisia leucantha              ,10
E244,2009,193,Control,13-Aug-09, Baptisia leucantha              ,10
E244,2009,193,Control,23-Jun-09, Lupinus perennis                ,40
E244,2009,193,Control,13-Aug-09, Lupinus perennis                ,11
E244,2009,193,Control,23-Jun-09, Poa pratensis                   ,3
E244,2009,193,Control,13-Aug-09, Poa pratensis                   ,3
E244,2009,194,AllPesticides,23-Jun-09, Andropogon gerardi              ,12
E244,2009,194,AllPesticides,13-Aug-09, Andropogon gerardi              ,28
E244,2009,194,AllPesticides,23-Jun-09, Asclepias tuberosa              ,5
E244,2009,194,AllPesticides,13-Aug-09, Asclepias tuberosa              ,5
E244,2009,194,AllPesticides,23-Jun-09, Bare ground                     ,12
E244,2009,194,AllPesticides,13-Aug-09, Bare ground                     ,12
E244,2009,194,AllPesticides,23-Jun-09, Lespedeza capitata              ,15
E244,2009,194,AllPesticides,13-Aug-09, Lespedeza capitata              ,15
E244,2009,194,AllPesticides,23-Jun-09, Lupinus perennis                ,40
E244,2009,194,AllPesticides,13-Aug-09, Lupinus perennis                ,6
E244,2009,194,AllPesticides,23-Jun-09, Poa pratensis                   ,16
E244,2009,194,AllPesticides,13-Aug-09, Poa pratensis                   ,16
E244,2009,194,AllPesticides,13-Aug-09, Schizachyrium scoparium         ,18
E244,2009,195,Insecticide,23-Jun-09, Andropogon gerardi              ,15
E244,2009,195,Insecticide,13-Aug-09, Andropogon gerardi              ,47
E244,2009,195,Insecticide,23-Jun-09, Bare ground                     ,1
E244,2009,195,Insecticide,13-Aug-09, Bare ground                     ,1
E244,2009,195,Insecticide,13-Aug-09, Lespedeza capitata              ,3
E244,2009,195,Insecticide,23-Jun-09, Liatris aspera                  ,4
E244,2009,195,Insecticide,13-Aug-09, Liatris aspera                  ,4
E244,2009,195,Insecticide,23-Jun-09, Lupinus perennis                ,80
E244,2009,195,Insecticide,13-Aug-09, Lupinus perennis                ,14
E244,2009,195,Insecticide,13-Aug-09, Poa pratensis                   ,11
E244,2009,195,Insecticide,13-Aug-09, Schizachyrium scoparium         ,20
E244,2009,196,SoilDrenchFungicide,23-Jun-09, Bare ground                     ,76
E244,2009,196,SoilDrenchFungicide,23-Jun-09, Carex sp.                       ,5
E244,2009,196,SoilDrenchFungicide,23-Jun-09, Crepis tectorum                 ,12
E244,2009,196,SoilDrenchFungicide,23-Jun-09, Erigeron canadensis             ,5
E244,2009,196,SoilDrenchFungicide,23-Jun-09, Lupinus perennis                ,2
E244,2009,197,Insecticide,23-Jun-09, Bare ground                     ,74
E244,2009,197,Insecticide,23-Jun-09, Carex sp.                       ,10
E244,2009,197,Insecticide,23-Jun-09, Crepis tectorum                 ,12
E244,2009,197,Insecticide,23-Jun-09, Erigeron canadensis             ,2
E244,2009,197,Insecticide,23-Jun-09, Lupinus perennis                ,2
E244,2009,198,AllPesticides,23-Jun-09, Bare ground                     ,83
E244,2009,198,AllPesticides,23-Jun-09, Carex sp.                       ,5
E244,2009,198,AllPesticides,23-Jun-09, Crepis tectorum                 ,5
E244,2009,198,AllPesticides,23-Jun-09, Erigeron canadensis             ,2
E244,2009,198,AllPesticides,23-Jun-09, Koeleria cristata               ,5
E244,2009,199,FoliarFungicide,23-Jun-09, Agropyron repens                ,1
E244,2009,199,FoliarFungicide,23-Jun-09, Bare ground                     ,82
E244,2009,199,FoliarFungicide,23-Jun-09, Carex sp.                       ,3
E244,2009,199,FoliarFungicide,23-Jun-09, Crepis tectorum                 ,3
E244,2009,199,FoliarFungicide,23-Jun-09, Erigeron canadensis             ,3
E244,2009,199,FoliarFungicide,23-Jun-09, Koeleria cristata               ,3
E244,2009,199,FoliarFungicide,23-Jun-09, Sporobolus sp.                  ,5
E244,2009,200,Control,23-Jun-09, Achillea millefolium(lanulosa)  ,
E244,2009,200,Control,23-Jun-09, Bare ground                     ,74
E244,2009,200,Control,23-Jun-09, Crepis tectorum                 ,6
E244,2009,200,Control,23-Jun-09, Erigeron canadensis             ,2
E244,2009,200,Control,23-Jun-09, Sorghastrum nutans              ,16
E244,2009,200,Control,23-Jun-09, Sporobolus sp.                  ,2
E244,2009,201,FoliarFungicide,23-Jun-09, Bare ground                     ,35
E244,2009,201,FoliarFungicide,13-Aug-09, Bare ground                     ,51
E244,2009,201,FoliarFungicide,13-Aug-09, Cyperus sp.                     ,1
E244,2009,201,FoliarFungicide,23-Jun-09, Koeleria cristata               ,2
E244,2009,201,FoliarFungicide,23-Jun-09, Lespedeza capitata              ,9
E244,2009,201,FoliarFungicide,23-Jun-09, Lupinus perennis                ,19
E244,2009,201,FoliarFungicide,13-Aug-09, Lupinus perennis                ,19
E244,2009,201,FoliarFungicide,23-Jun-09, Miscellaneous herbs             ,5
E244,2009,201,FoliarFungicide,23-Jun-09, Monarda fistulosa               ,14
E244,2009,201,FoliarFungicide,13-Aug-09, Monarda fistulosa               ,14
E244,2009,201,FoliarFungicide,23-Jun-09, Physalis virginiana             ,1
E244,2009,201,FoliarFungicide,23-Jun-09, Solidago rigida                 ,15
E244,2009,201,FoliarFungicide,13-Aug-09, Solidago rigida                 ,15
E244,2009,202,AllPesticides,23-Jun-09, Bare ground                     ,55
E244,2009,202,AllPesticides,13-Aug-09, Bare ground                     ,65
E244,2009,202,AllPesticides,23-Jun-09, Carex sp.                       ,2
E244,2009,202,AllPesticides,23-Jun-09, Crepis tectorum                 ,6
E244,2009,202,AllPesticides,13-Aug-09, Crepis tectorum                 ,1
E244,2009,202,AllPesticides,13-Aug-09, Cyperus sp.                     ,2
E244,2009,202,AllPesticides,23-Jun-09, Hedeoma hispida                 ,6
E244,2009,202,AllPesticides,13-Aug-09, Hedeoma hispida                 ,1
E244,2009,202,AllPesticides,23-Jun-09, Monarda fistulosa               ,5
E244,2009,202,AllPesticides,13-Aug-09, Monarda fistulosa               ,5
E244,2009,202,AllPesticides,23-Jun-09, Schizachyrium scoparium         ,5
E244,2009,202,AllPesticides,13-Aug-09, Schizachyrium scoparium         ,5
E244,2009,202,AllPesticides,23-Jun-09, Solidago rigida                 ,21
